Airline,Dep_Airport,Arr_Airport,Scheduled_Departure,Dep_Temp,Dep_Humidity,Dep_Weather,Dep_WindSpeed,Dep_Visibility,Dep_RainfallRate,Dep_SnowAccumulation,Arr_Temp,Arr_Humidity,Arr_Weather,Arr_WindSpeed,Arr_Visibility,Arr_RainfallRate,Arr_SnowAccumulation,Delay_Minutes,Delay_Status
Air India,BOM,BLR,00:34,45.6,31,Cloudy,54,564,29.1,3.0,-26.4,62,Cloudy,58,476,23.0,3.0,53,1
IndiGo,LHR,DXB,07:24,11.3,92,Sunny,6,8665,8.7,0.4,12.1,56,Snow,25,3037,5.6,0.7,0,0
Air India,BLR,BOM,07:07,42.8,77,Storm,56,138,26.4,5.0,-25.8,100,Fog,46,601,25.1,3.8,56,1
SpiceJet,BLR,LHR,23:00,25.0,55,Sunny,19,7420,9.7,0.4,-7.7,90,Sunny,0,9336,5.0,0.5,0,0
SpiceJet,JFK,BLR,13:15,-29.0,34,Storm,45,301,24.4,2.8,-28.3,52,Snow,47,423,24.6,4.5,113,1
British Airways,LHR,DXB,19:06,28.9,65,Cloudy,19,9628,3.0,0.4,2.7,32,Fog,6,7981,6.0,0.7,0,0
British Airways,LHR,BLR,06:42,-29.3,94,Rain,44,407,28.8,3.6,-24.9,60,Fog,52,670,28.0,4.0,60,1
IndiGo,DEL,BOM,21:26,-2.8,83,Sunny,15,7343,1.6,0.7,28.4,48,Snow,10,4943,3.1,0.9,0,0
IndiGo,DXB,BLR,23:11,-22.4,66,Fog,55,689,26.5,3.7,43.5,43,Rain,50,696,26.2,4.4,52,1
British Airways,BLR,DXB,01:57,23.5,93,Sunny,22,8305,1.9,0.8,23.6,84,Cloudy,13,4031,8.4,0.1,0,0
Emirates,BLR,LHR,05:00,-21.9,46,Sunny,44,325,25.7,4.1,43.4,64,Rain,48,695,28.7,5.0,86,1
SpiceJet,DXB,JFK,03:07,29.8,35,Storm,0,9951,2.9,0.5,-9.0,76,Rain,12,2751,6.8,0.8,0,0
British Airways,DXB,JFK,18:48,-26.7,55,Fog,55,445,21.7,2.9,44.1,75,Storm,55,652,26.6,4.6,87,1
IndiGo,BOM,DEL,06:05,11.5,40,Sunny,16,3574,2.6,0.3,22.8,39,Snow,13,8687,9.3,0.6,0,0
British Airways,BOM,LHR,19:44,-27.7,39,Snow,43,692,24.1,5.0,-29.9,75,Storm,44,375,26.2,3.3,33,1
SpiceJet,BOM,DXB,12:43,21.9,89,Fog,23,2682,6.2,0.7,-9.8,99,Cloudy,9,5088,5.5,0.2,0,0
Air India,BLR,DEL,07:21,-27.0,35,Sunny,41,522,25.9,4.5,-28.1,89,Snow,57,421,28.6,3.9,48,1
British Airways,BOM,DEL,12:37,28.8,53,Cloudy,20,9221,0.9,0.7,9.0,47,Sunny,4,2656,9.8,0.4,0,0
IndiGo,BOM,JFK,13:46,42.5,39,Fog,56,596,21.4,3.6,42.4,50,Fog,41,567,27.6,3.4,83,1
Emirates,DEL,DXB,13:02,16.7,70,Fog,17,2652,2.4,0.0,15.7,59,Rain,9,8016,7.4,0.7,0,0
Air India,JFK,BLR,21:18,-24.8,62,Fog,45,487,27.4,2.9,43.2,84,Rain,47,119,22.6,2.9,108,1
IndiGo,DXB,BOM,21:13,-7.7,87,Sunny,20,8307,4.0,0.6,9.7,69,Snow,19,2024,4.9,0.6,0,0
Air India,JFK,DEL,02:44,-28.6,41,Rain,51,669,21.2,3.8,45.7,66,Snow,48,297,22.8,3.6,70,1
Air India,LHR,BOM,02:51,8.0,75,Rain,24,5892,7.4,0.9,19.0,43,Snow,6,2034,7.8,0.8,0,0
Emirates,DXB,BOM,18:00,44.0,80,Storm,60,676,28.8,3.0,-24.6,61,Storm,43,599,21.8,4.9,30,1
IndiGo,BLR,BOM,10:46,11.1,56,Fog,30,3604,5.7,0.4,-2.9,90,Storm,3,8769,3.6,0.0,0,0
SpiceJet,JFK,DXB,12:46,-22.4,57,Storm,46,549,24.3,3.1,-21.2,37,Snow,47,479,24.2,3.1,98,1
Air India,BOM,DXB,06:24,13.0,86,Rain,14,3474,9.1,0.5,-8.0,68,Sunny,5,5191,7.1,0.5,0,0
SpiceJet,LHR,DEL,06:30,-24.9,57,Rain,44,436,25.6,4.2,-21.4,71,Sunny,43,254,23.7,3.9,58,1
Air India,BLR,JFK,19:05,-5.2,50,Cloudy,24,2596,7.8,0.3,-0.5,71,Fog,23,4074,2.4,0.3,0,0
Emirates,JFK,BLR,07:13,-26.6,57,Snow,42,323,24.3,4.8,44.2,54,Sunny,60,401,23.1,4.8,69,1
SpiceJet,BLR,BOM,17:30,13.4,67,Snow,11,2556,6.4,0.1,21.0,52,Rain,15,3609,1.0,0.7,0,0
IndiGo,BOM,DEL,11:43,41.2,98,Snow,49,490,28.3,4.5,-28.8,67,Fog,46,628,25.1,4.6,99,1
SpiceJet,JFK,DXB,02:16,-5.5,81,Storm,28,5470,0.7,0.2,18.4,98,Fog,1,4118,2.4,0.1,0,0
Emirates,LHR,BLR,19:37,45.0,80,Storm,44,596,22.6,4.5,42.3,64,Rain,41,473,23.1,3.0,67,1
Air India,JFK,LHR,14:20,3.6,84,Snow,19,4062,8.1,0.3,-1.2,53,Fog,30,2093,3.3,0.9,0,0
British Airways,DEL,BLR,23:16,-22.4,74,Fog,56,648,22.4,3.8,43.7,59,Cloudy,50,601,24.5,3.8,100,1
Emirates,DEL,BOM,00:11,7.1,61,Cloudy,20,6155,7.9,0.3,-7.4,49,Storm,20,3278,6.4,0.0,0,0
IndiGo,JFK,BLR,00:49,-28.4,97,Storm,53,208,24.6,3.1,43.4,62,Storm,58,423,23.8,4.7,65,1
SpiceJet,LHR,BOM,03:07,25.5,80,Rain,2,8718,4.1,0.4,2.2,39,Cloudy,16,4608,6.8,0.8,0,0
IndiGo,LHR,BOM,06:15,-29.1,37,Snow,53,240,23.4,4.9,-23.8,81,Snow,44,511,23.2,2.6,32,1
SpiceJet,DXB,DEL,19:07,5.9,81,Sunny,29,9059,2.6,0.5,15.5,72,Cloudy,24,3134,3.4,0.0,0,0
IndiGo,DXB,BOM,06:54,45.7,100,Storm,47,545,27.0,3.4,-24.8,33,Rain,53,466,21.8,4.3,112,1
Emirates,LHR,DEL,23:25,25.6,79,Snow,12,6006,5.5,0.6,-2.7,30,Sunny,1,3969,1.3,0.4,0,0
Air India,BLR,DXB,09:37,41.3,67,Snow,55,255,24.8,2.9,41.8,66,Snow,60,337,22.2,3.6,103,1
British Airways,DEL,BLR,01:39,21.4,63,Snow,11,9101,0.2,0.4,21.7,100,Storm,7,2072,4.2,0.8,0,0
SpiceJet,LHR,DXB,09:20,-24.5,36,Sunny,52,488,29.5,4.8,-27.1,54,Snow,56,608,29.1,3.9,69,1
SpiceJet,JFK,LHR,16:26,28.5,87,Snow,10,7898,6.7,0.4,11.4,45,Fog,4,2934,7.1,0.6,0,0
IndiGo,LHR,DXB,22:20,-26.3,79,Rain,45,201,22.7,3.0,44.8,47,Storm,52,158,28.3,2.8,115,1
SpiceJet,BLR,DEL,03:55,8.2,100,Storm,18,6190,4.7,1.0,24.6,72,Fog,13,2711,0.8,0.6,0,0
Emirates,LHR,JFK,00:46,41.8,61,Snow,60,634,27.8,5.0,44.3,32,Snow,54,148,24.7,3.8,98,1
British Airways,BOM,DEL,23:58,5.3,94,Rain,3,8370,3.2,0.7,27.9,85,Fog,14,8427,6.9,0.3,0,0
British Airways,LHR,DEL,07:06,-28.1,79,Sunny,56,621,28.2,3.6,-25.1,77,Storm,54,143,28.2,2.7,94,1
IndiGo,DXB,DEL,12:04,2.8,96,Sunny,22,2049,5.4,0.0,-1.7,68,Fog,0,7094,5.4,0.6,0,0
Emirates,DEL,JFK,14:33,-25.0,38,Sunny,46,248,28.6,3.2,-26.2,45,Rain,48,575,28.3,3.0,86,1
Emirates,JFK,DEL,12:45,1.7,99,Rain,14,8205,5.6,0.6,24.5,88,Rain,0,7280,9.8,0.9,0,0
Air India,BOM,DEL,03:02,-23.1,65,Cloudy,56,376,26.6,3.9,-28.6,30,Fog,55,653,25.8,3.6,47,1
Air India,DEL,BLR,11:00,7.3,32,Storm,17,6069,6.5,0.1,-8.2,39,Sunny,22,6055,8.3,0.9,0,0
IndiGo,JFK,DXB,06:54,-29.4,54,Fog,60,580,25.9,3.2,-26.7,65,Rain,52,570,22.3,3.9,43,1
IndiGo,LHR,DXB,07:30,0.9,59,Sunny,30,6232,4.6,0.2,-7.1,77,Storm,17,3802,7.4,0.6,0,0
IndiGo,BLR,JFK,10:21,44.2,44,Snow,55,519,21.6,3.8,41.7,85,Snow,55,634,27.1,3.8,50,1
IndiGo,DXB,LHR,02:01,9.8,94,Cloudy,25,6187,6.0,0.3,-0.5,58,Snow,15,6981,3.0,0.9,0,0
Air India,DXB,JFK,23:52,-24.5,64,Cloudy,50,303,24.1,4.8,-29.2,74,Fog,43,341,26.0,3.4,60,1
SpiceJet,DXB,LHR,18:55,14.0,100,Storm,20,8937,4.6,1.0,21.5,66,Rain,16,4970,9.4,0.6,0,0
SpiceJet,DEL,BOM,03:26,44.3,77,Sunny,43,188,28.2,5.0,44.6,33,Storm,49,227,22.9,4.4,102,1
SpiceJet,LHR,DEL,09:41,10.1,76,Snow,4,3140,5.6,0.1,20.3,35,Snow,11,7132,8.3,0.2,0,0
IndiGo,BOM,LHR,04:01,42.7,55,Snow,56,419,25.4,3.9,43.3,90,Sunny,46,596,21.6,2.7,56,1
Air India,DEL,DXB,13:42,-0.4,44,Snow,4,8155,5.9,0.8,19.9,78,Rain,22,3016,2.2,0.2,0,0
SpiceJet,BLR,JFK,06:23,45.5,47,Rain,47,295,27.9,4.6,43.6,67,Fog,49,420,22.9,3.3,39,1
IndiGo,JFK,BLR,05:48,12.8,38,Snow,18,4232,5.3,0.1,-7.3,77,Cloudy,30,4763,3.0,1.0,0,0
IndiGo,JFK,DXB,19:29,44.5,76,Storm,54,271,22.3,3.9,43.9,70,Rain,49,546,23.9,3.4,34,1
Air India,BOM,DEL,18:17,13.3,64,Cloudy,1,5619,9.0,0.3,4.9,74,Fog,14,9527,9.1,0.6,0,0
IndiGo,LHR,DEL,10:33,43.1,98,Fog,59,318,24.5,4.0,44.5,43,Snow,60,618,23.3,3.1,46,1
Emirates,LHR,JFK,06:23,23.7,45,Storm,22,4017,8.6,0.2,-9.5,96,Snow,23,9428,0.2,0.9,0,0
SpiceJet,DEL,BLR,09:20,-22.2,91,Cloudy,52,234,21.7,3.4,45.2,58,Sunny,52,389,23.1,3.1,81,1
Emirates,DEL,JFK,04:37,-0.3,60,Sunny,10,8063,3.8,0.4,25.8,44,Sunny,20,4970,3.9,0.2,0,0
British Airways,LHR,DXB,16:09,41.7,83,Sunny,52,291,21.1,4.2,-25.2,41,Storm,49,207,21.5,3.3,112,1
IndiGo,LHR,JFK,10:08,26.1,37,Snow,27,3412,2.3,0.0,2.3,96,Rain,19,4620,8.4,0.1,0,0
Emirates,DEL,DXB,03:53,-25.7,76,Cloudy,57,436,21.3,4.2,42.1,97,Fog,60,448,21.0,3.4,63,1
IndiGo,BOM,DXB,05:36,-8.7,46,Cloudy,26,2937,9.8,0.2,-5.3,51,Fog,18,6871,6.6,0.0,0,0
British Airways,JFK,DEL,04:04,-22.2,39,Storm,42,587,25.4,4.1,45.0,88,Snow,44,182,25.3,3.4,41,1
IndiGo,BOM,BLR,14:46,11.6,51,Snow,26,9133,3.7,1.0,21.7,71,Rain,7,2700,7.2,0.1,0,0
SpiceJet,LHR,DXB,18:31,43.6,31,Fog,48,411,29.2,2.9,41.2,55,Snow,52,553,25.9,4.4,44,1
IndiGo,JFK,LHR,08:04,4.0,83,Cloudy,3,4095,3.3,0.0,29.1,47,Rain,29,3225,4.8,0.8,0,0
Air India,JFK,BLR,20:13,-28.8,83,Cloudy,57,438,22.2,3.5,-25.1,55,Rain,54,654,27.8,3.7,99,1
Emirates,DEL,JFK,08:40,-8.4,59,Storm,24,7654,5.5,0.7,0.0,30,Rain,21,9540,3.7,0.5,0,0
IndiGo,LHR,JFK,08:49,44.0,38,Fog,51,667,26.0,4.5,-21.2,56,Fog,41,292,26.7,4.4,110,1
Air India,JFK,BLR,05:35,11.1,86,Fog,7,5911,5.2,0.3,6.2,88,Snow,28,4357,4.2,0.1,0,0
Emirates,BOM,DEL,05:07,45.9,87,Snow,46,474,23.3,4.2,43.9,67,Storm,58,469,24.2,4.2,64,1
Air India,DEL,BOM,11:55,23.6,39,Cloudy,7,3969,0.1,0.1,11.8,92,Snow,5,3329,8.1,0.3,0,0
British Airways,DXB,BOM,12:24,43.6,79,Cloudy,58,640,22.9,3.3,45.6,74,Cloudy,42,501,29.7,4.8,86,1
SpiceJet,BLR,BOM,03:12,20.1,93,Snow,0,2689,3.2,0.1,4.9,60,Sunny,17,3168,8.7,0.5,0,0
IndiGo,JFK,LHR,13:27,-26.7,30,Storm,42,449,26.5,2.8,-23.8,84,Fog,58,611,22.8,4.2,104,1
Air India,BLR,LHR,09:40,-2.4,65,Snow,2,4819,5.9,0.5,9.8,44,Rain,21,9289,0.5,0.8,0,0
British Airways,DXB,DEL,21:35,43.9,99,Fog,50,522,28.0,3.3,-27.0,64,Rain,41,548,26.7,4.4,97,1
Air India,LHR,BLR,23:05,25.7,58,Sunny,22,2974,5.6,0.5,-7.0,63,Rain,15,5267,2.6,0.6,0,0
IndiGo,JFK,BOM,13:20,-27.4,66,Rain,53,474,26.6,4.9,-24.4,89,Storm,52,297,21.6,3.8,120,1
Emirates,BLR,DXB,19:34,-3.9,60,Cloudy,17,9694,5.8,0.2,-1.7,85,Snow,0,9424,6.0,0.0,0,0
British Airways,DEL,LHR,06:58,45.2,98,Fog,58,270,28.6,3.9,45.9,98,Fog,54,452,27.6,3.4,71,1
Emirates,BLR,DEL,06:17,-4.6,34,Snow,13,9635,5.1,0.1,-6.8,44,Snow,5,4045,1.1,0.4,0,0
SpiceJet,DXB,LHR,02:18,43.7,69,Sunny,59,698,21.8,3.2,44.6,33,Storm,46,182,22.0,4.6,37,1
Air India,JFK,LHR,06:05,24.8,81,Snow,27,3228,1.1,0.1,-6.9,34,Sunny,4,7483,5.9,0.7,0,0
SpiceJet,BOM,DEL,02:10,-25.6,36,Cloudy,44,622,23.8,2.8,42.0,43,Cloudy,49,399,22.4,4.9,73,1
British Airways,DXB,BLR,00:02,-1.2,44,Snow,25,6777,7.5,0.3,2.3,55,Rain,9,7887,3.1,0.6,0,0
Emirates,DEL,LHR,22:26,-22.6,83,Fog,41,506,29.0,4.1,45.5,66,Cloudy,46,146,26.7,4.2,39,1
British Airways,BLR,DXB,07:25,5.0,57,Snow,18,5462,2.9,0.2,-7.4,35,Snow,15,7580,2.5,1.0,0,0
IndiGo,BLR,BOM,09:30,-23.2,95,Sunny,54,278,21.7,3.0,42.9,40,Fog,44,156,25.2,4.9,92,1
IndiGo,JFK,DXB,20:20,8.3,90,Fog,1,7284,9.4,0.6,9.1,60,Sunny,10,6343,9.3,0.1,0,0
Emirates,BOM,JFK,16:20,42.2,85,Snow,55,121,29.5,4.3,42.0,67,Snow,58,509,27.6,3.7,28,1
Emirates,BLR,DXB,11:41,19.1,88,Sunny,17,2554,1.4,0.7,15.4,71,Fog,30,8590,5.0,0.7,0,0
SpiceJet,BLR,DEL,13:29,-28.2,71,Cloudy,43,538,22.2,4.2,-25.4,78,Storm,60,533,25.8,3.4,85,1
IndiGo,JFK,DEL,04:29,-1.5,99,Storm,18,2562,6.6,0.7,-0.9,84,Rain,16,4496,1.0,0.4,0,0
British Airways,DEL,LHR,09:24,-21.9,41,Cloudy,49,468,25.8,3.9,-29.6,38,Cloudy,44,457,21.0,4.4,105,1
Emirates,DEL,BOM,04:57,8.6,100,Sunny,15,4684,2.2,0.3,28.9,39,Rain,8,8020,1.3,0.8,0,0
IndiGo,BLR,DEL,03:41,41.1,33,Sunny,41,293,27.8,3.1,43.6,62,Cloudy,48,152,22.3,2.7,53,1
Air India,JFK,LHR,11:47,5.9,76,Sunny,2,8416,1.8,0.9,28.5,30,Cloudy,16,8568,9.2,0.1,0,0
SpiceJet,LHR,DXB,00:12,44.7,74,Storm,56,382,28.6,3.8,42.4,54,Cloudy,55,286,25.3,3.1,104,1
SpiceJet,JFK,DXB,07:52,-7.0,66,Snow,12,4547,1.2,0.7,10.3,35,Cloudy,9,6987,4.1,0.4,0,0
British Airways,DXB,LHR,19:33,-24.2,77,Fog,46,413,26.8,3.8,-29.8,39,Fog,48,335,25.4,3.9,40,1
Air India,DEL,BOM,06:57,-1.7,97,Fog,9,5008,9.6,0.5,16.4,98,Rain,16,4394,4.7,0.7,0,0
Air India,LHR,BOM,13:28,-23.1,91,Cloudy,52,403,28.7,3.5,45.4,69,Cloudy,57,640,26.1,3.1,111,1
IndiGo,BOM,DXB,01:20,6.7,66,Snow,26,4064,6.1,0.9,-5.1,67,Rain,16,9425,4.4,0.0,0,0
SpiceJet,BLR,DXB,22:23,-24.7,93,Fog,57,659,24.0,2.8,42.1,73,Sunny,57,461,22.5,4.1,36,1
SpiceJet,JFK,BOM,22:00,13.0,97,Storm,13,4127,2.0,0.1,2.6,36,Sunny,8,4793,8.2,0.4,0,0
SpiceJet,DEL,DXB,08:17,45.3,56,Snow,51,181,27.0,4.5,-27.2,57,Rain,59,488,28.9,3.6,83,1
SpiceJet,DXB,DEL,05:28,9.2,59,Snow,2,8816,3.0,0.1,-2.0,54,Cloudy,19,5985,5.2,0.9,0,0
Emirates,LHR,DEL,16:20,-27.4,64,Fog,59,182,22.1,3.0,43.3,33,Fog,41,253,26.7,4.5,77,1
Emirates,DXB,LHR,09:07,19.1,55,Snow,26,3582,2.9,0.2,22.6,59,Cloudy,6,9949,0.2,0.2,0,0
British Airways,JFK,DEL,10:35,41.7,30,Fog,58,603,25.1,4.9,42.3,33,Sunny,42,282,26.6,4.6,30,1
British Airways,BLR,DEL,09:58,-7.6,97,Storm,21,5687,8.1,0.0,1.9,37,Cloudy,24,5503,0.3,0.2,0,0
Emirates,BLR,JFK,23:11,-21.3,88,Fog,52,529,26.6,3.4,43.2,69,Sunny,54,591,29.9,2.8,102,1
British Airways,DEL,BOM,08:34,17.7,53,Snow,14,4122,8.5,0.6,5.0,33,Storm,8,8527,3.7,0.7,0,0
SpiceJet,DXB,LHR,06:55,45.9,76,Cloudy,44,160,21.6,3.6,42.8,32,Rain,51,503,23.0,3.3,66,1
IndiGo,BOM,DXB,02:44,1.2,37,Fog,24,9909,6.0,0.1,5.5,77,Cloudy,2,4087,3.7,0.4,0,0
SpiceJet,DEL,LHR,00:49,41.7,55,Sunny,58,261,27.3,3.8,-23.1,81,Storm,53,429,28.9,2.6,66,1
Emirates,LHR,DXB,21:57,-0.8,52,Sunny,24,3450,2.4,0.7,22.4,44,Cloudy,1,8138,8.2,0.3,0,0
Emirates,JFK,DXB,04:13,42.9,43,Snow,49,652,23.3,2.8,-25.1,80,Cloudy,45,640,26.7,3.6,65,1
British Airways,JFK,LHR,20:30,4.3,31,Cloudy,8,2719,7.9,0.7,6.4,76,Snow,11,4150,2.7,0.4,0,0
British Airways,DXB,DEL,11:21,-29.6,79,Rain,51,221,27.8,3.2,43.3,85,Storm,54,568,26.0,5.0,103,1
British Airways,DXB,BLR,16:44,-3.9,47,Fog,22,3697,6.9,0.3,-2.9,56,Snow,26,3672,0.6,0.9,0,0
British Airways,DEL,BOM,02:29,42.0,88,Sunny,48,425,24.6,3.9,41.6,44,Storm,48,532,25.6,4.8,22,1
SpiceJet,BLR,LHR,17:49,13.8,76,Storm,20,5453,6.6,0.3,-3.6,30,Sunny,19,2662,3.9,0.1,0,0
SpiceJet,JFK,DEL,00:09,43.8,98,Fog,59,515,21.3,3.7,42.0,63,Storm,46,111,27.3,4.5,85,1
British Airways,BLR,DEL,15:14,0.4,65,Rain,10,6809,9.2,0.7,23.7,45,Snow,1,4423,4.4,0.9,0,0
Emirates,JFK,BOM,10:13,44.2,84,Storm,42,469,23.4,3.0,-29.0,55,Storm,48,408,28.2,3.6,113,1
IndiGo,BLR,JFK,03:58,4.9,36,Sunny,11,9388,6.6,0.4,6.5,90,Sunny,1,3410,8.6,0.6,0,0
IndiGo,DXB,LHR,21:20,-26.5,79,Rain,56,431,23.0,3.5,43.9,55,Storm,52,334,22.4,2.9,119,1
British Airways,BLR,BOM,04:00,15.8,67,Storm,15,9825,5.6,0.1,22.6,99,Fog,15,2317,6.4,0.6,0,0
British Airways,DXB,JFK,15:23,43.7,81,Storm,42,686,29.8,3.0,-25.1,51,Fog,49,487,24.3,3.9,98,1
IndiGo,DEL,BLR,09:56,13.8,87,Fog,24,8991,0.1,0.9,11.1,47,Storm,25,9566,6.8,0.1,0,0
Air India,LHR,BOM,14:20,-21.3,43,Fog,60,630,27.2,3.4,42.9,31,Fog,58,592,22.3,4.8,55,1
Air India,DEL,BLR,14:21,-7.0,31,Snow,17,2894,4.9,0.7,-3.3,67,Fog,22,7943,7.3,0.5,0,0
Emirates,BLR,DXB,22:51,-28.7,35,Cloudy,47,204,25.5,4.0,44.4,93,Fog,58,496,27.8,4.4,106,1
IndiGo,JFK,LHR,15:33,7.7,77,Rain,16,4199,2.9,0.8,9.7,81,Storm,14,4293,2.3,0.9,0,0
SpiceJet,JFK,BLR,07:38,43.4,40,Cloudy,42,625,29.3,3.4,-21.1,30,Rain,56,276,26.3,2.9,104,1
SpiceJet,DXB,LHR,03:50,23.4,92,Fog,24,7142,3.1,0.1,0.1,32,Snow,21,7487,8.1,0.6,0,0
Emirates,BOM,DEL,07:38,41.6,88,Fog,45,199,21.6,3.8,44.8,63,Sunny,53,475,29.8,2.8,48,1
IndiGo,LHR,DXB,08:16,-9.3,88,Sunny,7,4198,7.2,0.8,24.6,93,Storm,13,2084,9.3,0.6,0,0
IndiGo,BOM,DXB,21:29,-21.3,55,Sunny,48,465,22.8,4.7,43.6,49,Sunny,42,259,28.2,4.9,54,1
Emirates,DEL,DXB,05:05,17.8,52,Fog,27,7727,9.4,0.5,7.8,91,Fog,4,8963,1.8,0.6,0,0
IndiGo,JFK,DEL,09:57,-26.5,33,Rain,59,283,21.7,3.1,-24.1,86,Cloudy,58,549,25.8,4.0,79,1
British Airways,DXB,LHR,23:25,-6.2,44,Snow,27,5999,3.6,0.2,22.3,68,Rain,15,3922,6.9,0.6,0,0
Air India,JFK,DEL,03:05,44.7,72,Rain,43,513,23.9,4.8,43.5,77,Fog,51,244,27.4,2.9,35,1
SpiceJet,DEL,BLR,12:56,-1.9,86,Sunny,29,2393,2.0,1.0,7.1,84,Storm,29,6110,0.5,0.1,0,0
British Airways,BOM,JFK,08:29,44.2,92,Fog,54,375,28.7,3.7,45.5,90,Storm,57,288,26.1,3.6,37,1
Emirates,DXB,JFK,20:22,28.0,94,Storm,14,9368,8.4,0.6,-5.8,41,Cloudy,18,4910,3.6,0.7,0,0
British Airways,DEL,JFK,00:04,-23.3,40,Rain,59,338,24.8,4.2,42.5,45,Snow,51,345,25.0,4.3,96,1
Emirates,BOM,DEL,00:04,0.8,62,Snow,24,3498,5.9,0.1,0.0,68,Rain,1,3053,3.7,0.9,0,0
IndiGo,JFK,BLR,04:33,42.9,47,Storm,43,636,25.0,3.7,-21.3,62,Rain,41,159,22.1,4.4,51,1
Emirates,BLR,DEL,12:21,13.1,59,Cloudy,23,3333,6.6,0.9,5.9,93,Cloudy,5,2368,3.7,0.9,0,0
British Airways,DXB,LHR,01:54,-29.6,41,Cloudy,51,629,24.7,2.8,42.7,47,Rain,49,489,21.0,4.5,104,1
Emirates,DXB,JFK,13:50,2.2,69,Snow,16,3038,5.2,0.8,-0.2,75,Storm,17,2574,8.5,0.7,0,0
IndiGo,BLR,DXB,02:12,44.9,61,Cloudy,59,230,22.6,3.5,41.4,58,Fog,52,244,24.7,4.0,114,1
SpiceJet,LHR,BOM,17:54,9.2,93,Sunny,9,4315,6.3,0.6,28.8,41,Snow,19,3909,9.3,0.5,0,0
SpiceJet,LHR,DEL,06:32,-26.5,58,Rain,50,362,24.5,4.2,-26.4,95,Rain,60,667,29.6,3.7,105,1
Emirates,BLR,DEL,04:28,13.8,64,Sunny,15,4694,6.9,0.1,6.2,30,Storm,25,5056,5.8,0.6,0,0
SpiceJet,DXB,BOM,06:26,42.9,31,Sunny,42,537,22.5,4.4,-29.9,69,Fog,56,476,22.8,3.9,104,1
British Airways,JFK,BLR,06:21,3.1,69,Snow,22,8851,4.3,0.1,1.3,96,Fog,18,4171,6.4,0.3,0,0
IndiGo,DXB,BOM,20:46,41.0,34,Fog,43,402,23.7,4.9,-28.6,41,Storm,44,498,22.5,3.0,74,1
British Airways,BOM,JFK,00:16,21.6,51,Snow,0,6994,1.5,0.6,1.6,69,Cloudy,8,3603,7.8,0.3,0,0
British Airways,BLR,DEL,05:23,45.7,75,Rain,52,375,24.4,4.0,43.6,49,Sunny,55,120,27.1,3.8,71,1
British Airways,LHR,BOM,09:12,9.9,50,Rain,9,4388,4.6,0.7,4.1,74,Sunny,23,3932,4.5,0.1,0,0
SpiceJet,BOM,JFK,18:18,41.5,30,Sunny,48,462,25.0,4.6,-27.2,91,Storm,51,629,24.0,3.3,67,1
British Airways,DXB,DEL,22:53,28.8,46,Storm,21,5258,2.8,0.5,23.0,78,Storm,30,4806,2.5,0.7,0,0
Emirates,BOM,DEL,14:47,44.7,100,Sunny,49,444,27.8,3.5,-25.1,93,Cloudy,50,663,24.0,4.1,46,1
British Airways,DXB,DEL,04:14,-9.9,55,Cloudy,29,2114,7.2,0.9,16.9,80,Storm,2,4138,7.8,1.0,0,0
SpiceJet,LHR,BLR,21:28,42.1,62,Rain,42,439,27.7,3.7,42.0,81,Sunny,48,116,25.7,2.8,57,1
Emirates,JFK,BLR,20:36,-9.2,68,Sunny,29,2974,1.5,0.2,9.3,95,Rain,12,2176,9.9,0.8,0,0
SpiceJet,JFK,DEL,10:17,-21.1,31,Fog,48,262,27.9,4.3,45.9,34,Rain,47,672,23.4,3.6,95,1
British Airways,DEL,LHR,14:58,27.4,59,Rain,27,5012,6.2,0.5,3.4,92,Storm,3,7592,0.7,0.1,0,0
Emirates,JFK,DXB,09:40,-29.8,65,Rain,42,237,23.4,3.3,44.9,47,Storm,42,246,24.0,3.0,52,1
Emirates,JFK,BOM,05:31,24.6,65,Rain,29,7426,7.3,0.6,8.7,89,Snow,6,3914,5.8,0.9,0,0
British Airways,JFK,DEL,09:29,-28.8,76,Rain,48,282,26.8,4.8,42.4,38,Rain,42,487,23.5,2.8,73,1
SpiceJet,JFK,DEL,11:38,11.5,74,Sunny,2,8866,7.2,0.5,29.1,91,Rain,15,2719,9.6,0.8,0,0
SpiceJet,DEL,DXB,02:25,-21.6,48,Fog,42,143,28.6,4.8,42.7,51,Snow,54,452,25.3,4.4,54,1
Emirates,BLR,DEL,19:47,16.2,74,Storm,3,7959,0.7,0.3,9.2,81,Snow,16,2974,7.7,0.8,0,0
SpiceJet,JFK,DXB,05:02,-26.7,54,Storm,48,523,27.4,3.0,41.6,85,Fog,59,109,24.0,3.7,60,1
IndiGo,BLR,BOM,00:48,27.8,83,Sunny,16,7255,0.1,0.1,21.6,95,Snow,17,4493,2.3,0.7,0,0
SpiceJet,BOM,DEL,11:44,42.6,92,Sunny,43,131,23.0,3.2,-29.3,60,Fog,57,607,26.0,4.0,83,1
Air India,DXB,BLR,06:22,24.3,32,Sunny,20,3106,3.3,0.4,25.0,81,Snow,10,4812,7.5,1.0,0,0
Air India,LHR,BOM,15:52,45.8,89,Storm,58,438,29.3,4.6,-27.0,36,Fog,57,700,28.4,3.1,37,1
British Airways,DXB,BOM,22:44,26.3,73,Snow,18,2409,1.8,0.9,20.6,71,Rain,23,8468,3.6,0.6,0,0
